user_id,film_id,watch_date,rating,watch_duration_minutes
242,2,45144,36.13578013,57
145,20,45574,36.71246083,125
124,14,45732,35.72338258,105
305,6,45331,83.53641711,34
944,23,45583,50.94394904,81
909,25,45600,98.58740082,51
260,24,45195,30.31196751,116
406,14,45757,142.8935303,75
212,12,45215,69.97664526,117
904,21,45594,88.70825305,130
630,14,44762,25.72083546,62
268,17,45161,67.53554502,110
268,21,45130,106.4499037,50
481,20,45526,78.01397927,50
881,12,45320,64.02118609,112
191,22,45040,25.07187431,82
480,14,45735,135.7488538,65
645,20,44838,27.53434563,44
52,12,45698,135.4866961,73
986,2,44972,116.2629448,34
498,24,45200,96.70961064,67
936,19,44742,60.734858,87
526,17,45177,45.02369668,69
985,18,45788,47.65652584,104
58,1,45564,127.1336406,69
560,1,45385,31.37063858,67
312,18,45566,134.5596024,58
347,7,45241,19.83162959,40
376,10,45043,79.59772667,99
402,4,45310,68.85125404,48
362,23,44824,88.78802548,110
207,7,45793,76.4934284,32
901,16,45623,45.62613926,43
367,24,45545,83.71876742,29
107,1,45422,46.23041475,109
523,20,44722,92.92841649,103
309,11,45187,127.705005,114
528,15,45270,64.7249725,72
279,24,45497,121.2478701,66
951,22,44757,46.22626826,53
624,6,44807,66.29874374,129
961,25,45459,46.09281077,128
464,24,45016,82.27534039,103
669,3,45206,90.52793583,96
464,7,45460,83.57615325,45
92,20,45574,24.09255242,68
997,11,45389,55.39012264,27
682,8,45254,39.7606383,64
791,21,45302,116.5879897,23
295,16,45104,70.51312432,126
650,15,45716,110.9570957,75
597,18,45681,89.70640158,40
439,1,45032,49.53258723,56
266,18,45318,138.7645899,124
730,23,45661,113.5322293,30
538,23,45366,117.8988535,25
224,24,45084,34.64224859,68
128,9,45274,65.10833546,35
212,25,44884,69.13921616,89
667,21,45527,15.20712909,87
748,17,44957,112.5592417,28
828,17,44816,46.63168585,40
907,21,45025,83.63921002,57
939,10,45669,157.6034988,106
799,14,45240,50.01273561,36
644,20,45616,96.37020969,99
601,12,45042,123.5757778,60
630,15,44825,71.32956153,120
142,19,45645,63.82307112,82
870,20,45202,30.97613883,110
596,18,44773,96.7147142,126
184,12,45212,105.7094003,107
103,7,45112,35.41362426,61
909,10,44788,119.39659,63
969,20,45722,92.92841649,81
580,22,44970,49.36025255,120
614,14,45553,135.7488538,121
324,19,45555,31.91153556,86
625,13,44918,88.6574114,34
144,11,44760,121.5505469,76
479,14,45403,128.6041773,92
172,1,45191,153.5510204,60
1,6,45004,82.21044223,29
356,13,45091,61.2779167,51
849,11,45275,38.46536294,55
68,21,45565,103.9153821,52
154,4,45460,150.5120437,82
459,1,45127,70.99670836,113
823,4,44830,51.23814254,85
264,14,45426,130.0331126,79
903,16,45243,56.68702151,103
888,21,44990,45.62138728,115
29,24,45571,127.0215782,80
910,18,45786,21.02493787,91
411,13,45104,66.49305855,127
972,2,45351,64.41595589,109
725,18,45504,107.9280144,76
644,12,44972,142.9310201,34
321,2,44923,147.6853623,122
18,14,44845,34.29444727,74
653,10,44827,35.02299973,129
264,5,45444,146.4641896,100
746,3,44954,122.7497435,82
417,9,44788,68.13663013,81
648,12,45325,37.22161982,36
264,15,45199,62.08313689,99
421,3,45453,24.5499487,20
583,1,45773,19.81303489,124
34,2,45021,48.70474714,53
410,19,45273,43.23498366,101
802,23,45776,96.06573248,25
750,11,45233,113.8574743,86
504,9,45400,145.3581443,107
932,25,45765,85.78384227,23
171,9,44826,136.2732603,102
892,8,45015,47.71276596,70
19,13,45147,102.9990515,124
352,13,45559,104.3028369,124
910,25,44912,75.54099543,33
143,10,45154,87.55749933,24
243,8,44794,68.38829787,102
830,13,45725,79.53091317,98
540,1,45009,99.06517446,36
689,4,45371,102.4762851,108
958,12,45074,108.6871299,101
414,16,45319,44.24352898,34
709,3,45597,19.94683332,101
943,20,45519,11.47264401,105
536,10,45774,28.6551816,69
349,22,44880,13.31943323,83
98,10,45287,22.28736347,119
149,25,45359,44.81245492,98
173,19,45272,85.44056296,55
223,9,45385,33.3112414,105
630,25,45650,14.0839144,92
734,6,45640,46.40912062,74
276,4,44942,44.83337472,116
39,21,45432,70.96660244,125
849,8,45024,25.44680851,64
998,8,45474,77.93085106,71
65,23,45072,50.94394904,74
16,4,44909,86.46436553,27
872,3,45011,122.7497435,118
152,2,45603,141.4008788,51
763,10,44952,136.9080899,61
690,14,45227,60.01528273,129
297,17,44753,69.14353419,100
466,24,45233,125.5781511,80
30,22,45515,47.00976433,87
202,12,45443,17.86637751,26
782,4,44845,80.05959772,81
254,1,45268,97.41408822,25
75,17,45073,99.69532837,36
718,20,44907,14.91443721,92
871,15,45784,75.29231495,32
951,22,45482,59.54570149,58
254,8,45234,25.44680851,33
672,19,45735,89.55818045,52
960,18,44948,112.133002,91
175,19,45777,16.47046997,97
194,7,45083,128.9055923,116
703,7,45305,99.15814793,82
526,14,45007,90.0229241,50
865,22,45139,69.73115043,80
453,4,44938,121.6905885,29
649,21,44739,57.0267341,27
15,13,45133,13.03785462,86
746,11,45486,69.2376533,114
862,1,45415,79.25213957,55
556,12,45100,38.71048461,74
960,24,45334,115.474162,76
938,12,45431,47.64367337,120
369,17,45019,143.1110359,129
655,3,45593,64.44361533,82
718,5,45127,106.7968049,42
597,22,45287,27.42236253,120
826,23,45248,142.6430573,84
816,12,45395,89.33188756,105
78,9,45381,87.8205455,112
672,20,44881,16.06170161,23
31,21,45401,22.81069364,78
500,21,44975,34.21604046,92
671,18,45802,88.30473905,110
476,11,45667,16.9247597,24
333,13,44902,121.2520479,57
294,8,44816,154.2712766,40
520,22,45394,60.32919756,107
318,24,45035,125.5781511,69
783,25,44819,115.2320269,33
551,6,45128,47.73509549,83
518,18,45119,21.02493787,92
451,17,45681,154.3669601,65
270,17,45563,27.33581584,76
476,18,45710,117.7396521,92
433,11,45462,63.08319523,46
773,7,45235,111.9070527,57
12,16,45091,87.10444769,24
574,3,45758,73.6498461,42
863,9,44807,105.9903135,127
474,18,45161,131.7562773,73
270,14,45320,34.29444727,89
551,13,45598,118.644477,61
66,7,45066,84.99269822,42
131,25,45131,51.21423419,22
409,16,44755,19.35654393,88
640,16,45667,35.9478673,60
138,13,45350,106.9104079,41
263,3,45315,131.9559743,87
158,15,45332,30.38110954,35
584,18,45756,120.5429771,62
331,24,45736,14.43427024,110
355,19,44745,65.88187987,122
809,1,45211,54.48584595,115
798,13,44818,73.01198586,44
410,8,45256,147.9095745,61
974,15,45687,114.9198491,108
362,20,44888,79.16124367,24
415,15,45765,93.78516423,79
324,9,45532,109.0186082,73
32,10,45151,41.39081787,115
293,17,45283,133.4631009,70
265,11,45037,143.0911501,25
54,20,44919,25.23981682,31
865,20,44913,56.21595565,109
158,8,45026,28.62765957,125
164,2,44828,80.12716464,120
223,22,45794,39.17480361,91
421,23,45641,136.8208917,38
427,1,45096,39.62606978,109
888,12,45141,41.6882142,66
785,3,45224,56.77175637,34
16,16,45091,113.374043,106
287,17,44796,135.07109,122
360,2,45382,97.40949427,88
443,17,45736,152.7589709,63
967,8,45483,82.70212766,79
964,18,44997,14.01662525,56
503,8,45574,22.26595745,74
505,9,45354,66.62248279,43
391,7,44798,32.58053432,81
473,5,45221,106.7968049,69
324,7,45446,99.15814793,70
700,23,44865,33.47745223,109
173,12,44849,101.2428059,26
561,2,44903,100.551736,114
711,3,45014,41.42803843,68
257,7,45226,21.24817456,69
228,7,44844,65.16106864,88
591,10,45595,95.517272,113
140,5,45233,56.44973972,22
439,8,45550,141.5478723,122
400,4,45620,72.05363794,117
397,8,45628,60.43617021,74
14,17,45312,70.75152336,85
848,18,45008,121.9446396,118
10,11,44997,78.4693404,120
401,5,44957,54.92407108,116
896,13,45557,126.4671898,44
693,14,44907,38.58125318,87
28,13,44719,110.8217642,127
654,16,44883,123.052315,73
246,6,44939,84.86239198,105
193,16,44732,80.19139628,99
985,8,45690,30.21808511,80
60,23,45773,71.32152866,37
569,5,45428,32.03904146,121
937,4,45396,49.63695058,107
538,24,45772,114.0307349,129
778,14,44895,57.15741212,65
588,21,45411,91.24277457,119
346,19,45215,100.8816285,99
996,21,45506,97.57907836,74
568,11,45440,16.9247597,123
100,18,44878,86.90307653,64
695,20,44859,78.01397927,104
332,7,44861,109.0739627,65
417,13,44842,61.2779167,91
773,11,45682,52.3128936,71
556,17,45632,112.5592417,111
946,6,45167,111.3818895,120
201,22,45059,53.27773291,54
455,21,45615,43.08686577,43
85,22,45339,72.86513472,81
56,14,45470,132.8909832,102
574,14,44846,21.43402955,112
895,7,44724,124.6559574,40
850,17,45700,96.47935003,107
162,17,45059,22.51184834,99
84,20,44727,30.97613883,51
736,17,45370,144.7190251,84
544,4,44720,124.8929724,103
790,11,45370,116.9347033,36
964,3,45224,124.2841153,77
543,16,44783,41.47830842,82
639,18,44814,137.3629274,111
191,4,45622,132.8989322,112
514,15,45697,26.41835612,105
193,15,45331,14.53009587,110
116,14,44916,115.7437596,98
676,2,45258,139.8297579,65
40,15,45170,77.93415056,82
77,3,44815,93.59667941,111
700,21,45500,70.96660244,121
855,13,45322,129.0747607,24
555,25,45704,117.7927386,69
366,25,45273,81.94277471,44
318,22,45561,65.030174,33
784,5,44851,65.60375157,54
80,14,45714,60.01528273,49
278,2,45435,39.27802188,68
542,12,45138,80.39869881,40
105,4,45609,81.66078967,27
303,8,44771,135.1861702,116
916,8,44809,124.0531915,53
370,25,45173,40.97138735,100
54,25,44917,122.9141621,70
963,10,44911,85.9655448,51
750,18,45534,47.65652584,83
892,15,45150,17.17193148,31
480,13,45273,27.3794947,29
930,20,45786,67.68859966,74
115,9,45754,87.8205455,75
2,12,45036,138.4644257,21
261,2,45553,87.98276902,100
455,20,44866,52.77416245,49
661,7,45547,24.0812645,30
909,12,44890,26.79956627,83
861,11,44798,53.85150812,28
988,19,44765,17.49987434,92
527,11,45081,147.7069937,65
762,24,45557,69.28449717,22
892,21,45161,121.6570328,30
883,10,44986,114.6207264,70
654,5,45140,62.55241429,99
303,7,45155,24.0812645,45
753,1,45349,146.9466754,90
99,18,45316,124.7479647,53
894,1,45234,95.76300197,126
980,8,45088,144.7287234,104
133,4,44853,22.41668736,129
650,25,45477,60.17672517,62
463,2,45005,65.98707676,88
13,23,45793,81.51031847,26
885,8,44964,63.61702128,22
139,24,45633,106.8135998,20
331,13,45408,63.88548763,103
951,14,44914,85.73611819,84
492,2,44838,92.69613164,48
428,11,45082,61.54458071,106
80,10,45782,55.71840867,102
571,13,45577,80.83469863,119
130,20,45747,100.9592673,54
193,15,45594,125.4871916,90
235,20,45385,84.89756568,106
451,24,44900,131.3518592,119
465,1,44823,92.46082949,82
527,10,45639,28.6551816,52
388,25,45335,110.1106035,55
944,11,45183,24.61783228,125
631,11,44756,55.39012264,129
216,22,45417,8.618456795,45
11,20,45653,110.1373825,47
386,25,44990,89.62490983,125
975,21,45666,40.55234425,106
735,8,45477,136.7765957,72
496,10,45382,81.1896812,124
88,2,44764,87.98276902,91
299,15,45657,67.36680811,89
705,8,45685,151.0904255,95
444,5,45147,79.33476934,98
91,15,44826,103.0315889,41
527,22,45739,41.52529183,108
157,5,45203,122.0534913,103
786,1,45243,165.1086241,110
514,22,44931,48.57675648,99
623,12,45737,117.6203186,74
134,3,45567,88.99356403,40
918,22,45537,39.95829968,86
656,7,45651,82.15960828,26
396,18,45161,124.7479647,47
799,9,45024,127.1883762,51
392,20,45663,104.4010605,48
441,21,45121,21.54343288,96
70,22,45639,14.88642537,127
56,18,45163,81.29642643,35
604,17,45480,133.4631009,27
564,22,45544,29.77285075,36
510,1,45019,54.48584595,25
356,6,45149,70.27666836,97
101,8,45497,69.9787234,39
313,18,44851,91.1080641,58
457,16,45577,82.95661684,122
328,2,45659,59.70259326,95
61,18,44892,35.04156312,118
133,18,44900,84.09975148,72
848,19,45338,44.26438804,84
724,25,45653,12.80355855,93
98,11,45308,120.0119324,47
591,4,45497,65.64887013,78
488,15,45416,85.85965739,65
890,16,45458,45.62613926,96
665,24,45808,142.8992754,58
267,9,44760,54.5093041,122
63,17,45729,128.6391334,38
432,18,45732,47.65652584,93
275,7,45647,22.66471953,88
42,14,44814,85.73611819,98
412,22,45027,53.27773291,39
537,20,45473,89.48662328,97
676,20,45541,52.77416245,37
280,10,44935,149.6437261,53
221,7,45601,26.91435444,60
575,17,45208,149.5429926,123
343,12,45179,62.53232129,66
191,12,45413,66.99891567,28
684,18,45551,74.28811381,82
795,9,45798,22.71221004,29
849,14,45613,121.4595008,77
664,8,45468,50.89361702,23
492,18,44895,51.86151341,87
358,3,45246,118.1466281,55
597,23,45381,80.05477707,104
296,12,45348,141.4421553,69
695,20,45030,35.56519643,35
708,1,45557,62.74127716,77
69,4,45643,60.84529426,53
492,9,45293,89.33469284,60
530,20,45053,44.74331164,88
975,16,45267,13.82610281,35
187,2,45104,91.12501077,66
766,13,45096,71.7082004,38
589,16,44734,67.74790376,101
668,22,45506,72.86513472,95
8,6,45461,112.7078644,25
178,5,44866,147.9898582,67
347,12,45499,58.06572692,109
732,13,45240,121.2520479,85
85,2,44796,116.2629448,90
866,22,45636,48.57675648,102
139,9,45723,118.1034922,127
885,16,45198,110.6088225,118
786,4,45131,147.3096598,67
409,7,45734,135.9883172,83
573,6,45697,76.90654273,28
790,20,45201,64.24680646,94
277,13,44806,118.644477,31
194,5,45661,74.75776342,110
521,3,44877,79.78733327,98
676,17,44792,131.8551117,24
112,21,45286,50.69043031,35
55,18,44761,16.8199503,28
268,1,45291,24.76629361,26
456,25,45744,14.0839144,112
624,25,44835,99.86775667,127
429,8,44982,117.6914894,93
777,3,45194,151.9028076,70
342,22,44768,61.89618971,49
624,8,45772,52.48404255,28
874,2,45192,84.84052727,76
263,2,45789,58.13147239,87
898,22,44759,52.49423684,38
283,14,45128,120.0305655,86
748,2,45411,142.9719997,99
552,6,45089,54.36496986,33
431,25,44887,19.20533782,78
219,15,45374,77.93415056,66
254,2,45029,37.70690101,68
484,13,45474,49.54384755,70
66,19,45441,65.88187987,64
466,15,44982,21.1346849,81
777,13,45133,32.59463654,93
310,14,45433,55.72847682,130
528,9,44947,146.8722916,117
721,21,45483,117.8552505,43
626,14,45513,137.1777891,56
69,19,44779,72.05830611,109
706,6,45573,107.4039649,114
461,13,45771,46.93627662,23
1000,14,45612,112.8858889,44
290,16,45446,73.27834488,52
214,13,44848,74.31577132,29
109,23,45026,37.84407643,129
274,10,45123,68.45404493,27
970,12,44877,69.97664526,129
628,2,45668,100.551736,121
50,14,45090,137.1777891,37
922,20,45706,47.03784044,124
267,18,45234,99.51803925,22
222,16,45022,102.3131608,69
481,20,45687,88.33935888,47
395,5,45132,86.96311255,93
880,25,45452,30.72854051,25
300,17,45310,25.72782668,107
303,12,45544,113.1537242,20
635,25,45367,15.36427026,74
585,2,45569,103.6939778,116
477,19,45650,85.44056296,66
47,24,45267,129.9084322,104
340,13,44801,20.86056739,118
377,24,44912,90.93590254,99
451,22,45524,68.94765436,95
1000,18,45760,47.65652584,72
939,6,44774,19.88962312,65
538,23,45469,104.7989809,104
507,12,45270,44.66594378,40
135,25,44938,49.93387834,124
666,10,45656,109.8448628,53
80,23,45190,130.9987261,21
55,6,45074,55.69094474,53
251,15,45258,93.78516423,124
451,19,45628,65.88187987,69
350,25,45145,53.7749459,77
98,25,45465,65.29814859,130
442,12,45192,111.6648595,90
361,3,45318,85.92482045,20
467,4,45768,57.64291036,51
847,19,45420,33.97034431,30
170,25,44995,75.54099543,96
515,1,45215,140.3423305,29
810,17,45512,94.87136087,25
789,19,45808,22.64689621,109
583,17,45529,104.5192959,76
658,5,45230,115.9508167,20
407,5,45334,71.70642614,34
238,2,44850,102.1228569,123
454,18,45144,50.45985089,45
511,1,45430,135.3890718,94
1,6,45692,31.82339699,63
449,3,45679,29.15306408,38
574,25,45207,101.1481125,101
557,4,45124,116.8870127,124
799,8,44886,66.79787234,64
181,2,45740,73.84268114,67
1,25,44760,17.92498197,103
600,2,45324,136.6875162,86
272,23,45805,84.42140127,119
297,20,45074,51.62689805,106
383,13,44913,46.93627662,71
409,15,45639,56.79946566,29
846,5,45359,18.30802369,128
963,17,45782,152.7589709,29
520,6,45005,103.4260402,27
845,12,45016,110.1759947,58
603,6,44811,80.88446736,76
3,9,45694,62.08004079,24
131,11,45170,127.705005,65
904,1,45375,87.50757077,124
386,22,45539,42.3087879,36
54,9,45772,37.85368341,63
783,7,45612,67.99415858,109
392,25,45073,99.86775667,41
95,20,45515,68.83586406,21
539,14,45596,88.59398879,82
336,13,44952,46.93627662,97
458,1,44894,127.1336406,69
213,18,45753,107.9280144,84
251,9,45548,45.42442009,106
465,23,45321,33.47745223,94
791,20,45757,34.41793203,66
610,10,44790,44.57472693,86
77,13,45642,127.7709753,33
629,25,45117,56.33565761,27
327,22,45489,51.71074077,78
300,18,45260,75.68977633,30
414,16,45564,96.78271965,84
634,17,45762,17.68788084,127
958,2,45232,98.98061515,38
899,11,45618,46.15843553,73
479,1,44850,99.06517446,69
9,11,45308,40.00397746,125
372,9,45229,98.41957685,48
156,6,45195,91.49226636,108
309,20,45041,67.68859966,21
733,16,45169,128.5827561,53
114,20,45377,82.60303688,79
450,21,45665,101.3808606,23
140,3,45237,141.162205,30
211,20,45776,90.63388768,63
825,21,45239,40.55234425,83
890,24,45550,15.87769727,38
915,21,44837,92.51003532,123
224,9,45446,54.5093041,116
126,6,45657,91.49226636,130
826,13,45008,105.6066224,86
93,23,45423,40.75515924,129
757,21,45421,106.4499037,109
504,9,45312,36.33953607,89
807,21,45369,121.6570328,77
814,4,44863,118.4882046,111
144,4,44746,139.3037,80
509,8,45287,133.5957447,47
916,9,45062,101.4478715,118
92,15,45032,125.4871916,36
214,4,45134,107.2798609,75
7,19,45048,62.79366675,73
249,19,45534,36.02915305,46
453,22,45503,45.44277219,49
390,4,44819,99.27390117,23
599,13,45521,48.24006209,60
310,10,45500,117.8046355,57
332,5,45461,86.96311255,22
233,21,45785,115.320729,86
752,3,45106,79.78733327,93
402,18,45277,23.82826292,85
698,2,44761,117.8340657,26
57,13,45598,76.92334224,112
711,14,45021,61.44421803,68
681,20,45034,103.2537961,53
869,19,44920,49.4114099,26
838,12,44910,47.64367337,93
878,3,44923,138.0934614,43
246,19,45037,46.32319678,103
204,6,44800,90.16629148,33
124,25,44811,113.9516711,88
159,24,45635,41.85938371,117
404,8,44815,146.3191489,41
808,23,45751,49.48840764,125
891,23,45602,55.31057325,88
137,22,45079,67.38066221,103
216,24,45327,49.07651883,68
867,9,44951,56.02345144,38
937,21,45587,41.81960501,41
78,22,45167,37.60781147,111
892,3,45007,150.3684358,76
570,20,45162,17.20896602,40
979,25,44893,46.09281077,84
831,1,45684,153.5510204,33
954,5,45240,82.38610662,47
401,11,44865,16.9247597,25
766,24,45400,93.82275659,86
204,3,45746,139.6278332,61
771,24,45025,122.6912971,75
483,16,45742,88.48705797,121
971,11,44720,89.23964203,20
368,6,45650,50.38704524,94
685,23,45602,84.42140127,73
673,7,45764,92.07542307,127
956,21,45036,57.0267341,52
272,17,44956,35.37576168,112
852,18,45190,86.90307653,55
994,11,45558,86.16241299,71
411,12,45704,110.1759947,51
413,3,44760,127.3528589,92
451,8,45374,130.4148936,117
189,7,44779,58.07834378,48
618,17,45684,149.5429926,100
309,20,44794,100.9592673,33
278,11,45015,132.3208485,39
251,20,45638,22.94528802,68
193,8,45538,23.85638298,102
667,7,45188,28.33089941,30
418,6,45319,83.53641711,23
454,21,45268,44.35412653,63
84,12,45146,17.86637751,82
288,7,45371,107.6574177,105
330,10,45639,73.22990853,104
341,18,45240,123.3463022,127
600,16,45794,55.30441123,67
685,5,45020,28.98770418,21
186,23,45796,109.1656051,51
59,23,45445,100.4323567,127
673,4,45405,137.7025081,73
127,15,45704,108.3152601,100
590,7,45395,39.66325917,59
860,9,44923,118.1034922,90
215,10,45373,62.0862268,75
897,7,44792,18.41508461,78
340,4,45408,107.2798609,52
776,8,44779,62.02659574,52
936,12,45290,144.4198849,94
579,3,44766,81.32170506,62
605,22,45134,64.24667792,52
600,24,45687,70.7279242,90
789,6,45763,67.62471861,46
381,22,45500,36.8243154,47
317,9,45761,66.62248279,36
906,11,45566,47.69705005,61
680,24,45471,114.0307349,89
113,25,44753,55.05530176,120
421,11,44996,24.61783228,53
245,7,45253,83.57615325,108
166,11,45786,130.782234,71
862,23,45586,75.68815287,50
159,15,45343,105.6734245,125
421,4,44793,17.6131115,106
225,4,45156,60.84529426,83
492,13,45603,126.4671898,67
498,12,44902,145.9087497,50
973,21,45658,51.95769107,98
835,11,45645,138.4753066,103
426,5,45574,54.92407108,40
858,22,45688,28.98935467,107
22,9,45750,19.68391537,77
559,1,45121,16.51086241,110
452,11,45782,103.0871727,27
377,4,45160,84.86317358,113
224,1,45349,16.51086241,30
646,20,45267,63.09954206,97
893,16,45304,66.36529347,127
59,6,45756,116.685789,80
538,6,45104,127.293588,90
326,19,45214,16.47046997,106
125,10,44812,141.6839535,82
706,18,45702,95.31305168,125
567,11,45042,67.69903878,100
612,16,45395,44.24352898,40
70,20,45124,64.24680646,93
670,19,45526,61.76426238,120
241,21,44723,96.3118176,101
416,17,45352,151.1509817,28
905,14,45814,132.8909832,83
923,2,45069,106.8362195,129
561,23,45711,56.76611465,26
459,17,45409,94.87136087,130
133,21,45176,67.16482017,23
3,11,44922,47.69705005,91
797,22,44734,32.90683503,101
198,23,45688,69.86598726,22
762,11,45620,121.5505469,117
981,4,45255,91.2679414,115
545,12,45218,78.90983401,80
932,9,45615,31.79709406,33
573,13,45260,89.96119686,34
383,17,44888,61.10358835,72
215,25,45496,61.45708103,82
769,1,45182,122.1803818,48
449,12,45084,141.4421553,102
650,8,45397,69.9787234,30
88,16,44947,85.7218374,31
654,25,44901,111.3909594,96
500,11,44881,78.4693404,86
30,22,45314,58.76220542,69
627,8,45472,109.7393617,61
61,4,45717,70.45244599,37
106,17,45170,154.3669601,110
382,8,45086,138.3670213,58
